,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
245,2007,San Miguel Island,184,NA,NA,NA,67.7,68.25714043,68.7,71,56,2055,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,1,0,15,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.635036496,11.2,0.788732394,59.15492958,7,1,NA,29,0,5,0,0,4,56,0,6,50,0,0.788732394,0,0.084507042,0.704225352,0,1.313482064,0,0.450561209,1.035672815,0,1.313482064,0.646045918,2.825225225,56,92.04,0,92.04,80.6,11.44,0
246,2008,San Miguel Island,184,NA,NA,NA,67.4,67.88142885,68.4,72,70,2304,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,36,0,0,11,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.822916667,14,0.972222222,72.91666667,6,1,NA,36,0,6,0,0,1,70,0,15,48,7,0.972222222,0,0.208333333,0.666666667,0.097222222,1.39805983,0,0.673011667,0.63404414,0,1.39805983,0.676734694,3.093434343,70,100.21,0,100.21,75.99,18.36,5.86
247,2009,San Miguel Island,184,NA,NA,NA,67.6,68.7149999,70.5,75,60,1161,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37,1,0,4,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,3.100775194,12,0.8,60,8,1,Protected,37,0,1,0,0,5,60,0,11,48,1,0.8,0,0.146666667,0.64,0.013333333,1.257308217,0,0.304636097,0.804610807,0,1.257308217,0.579444444,2.377807133,60,99.708,0,99.708,83.72,15.128,0.86
248,2010,San Miguel Island,184,NA,NA,NA,68.4,68.63999967,68.8,73,55,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,43,2,0,3,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.079489696,11,0.753424658,56.50684932,4,1,Protected,42,0,0,0,0,0,55,0,0,48,7,0.753424658,0,0,0.657534247,0.095890411,0.733967599,0,0,0.404248173,0,0.733967599,0.368264463,1.582940869,55,92.06,0,92.06,85.66,0,6.4
249,2011,San Miguel Island,184,NA,NA,NA,67.7,68.0969696,68.3,75,66,1905,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,7,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,2.078740157,13.2,0.88,66,6,1,Protected,39,0,2,1,0,1,66,0,17,47,2,0.88,0,0.226666667,0.626666667,0.026666667,1.187697029,0,0.465999257,0.520354511,0,1.187697029,0.591368228,2.447191011,66,108.28,0,108.28,84.22,21.76,2.3
250,2012,San Miguel Island,184,15.9,16.32727273,16.7,66.8,67.10363672,67.8,72,55,1259,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,2.621127879,11,0.763888889,57.29166667,6,1,Protected,36,1,4,3,0,6,55,0,9,44,2,0.763888889,0,0.125,0.611111111,0.027777778,1.025760525,0,0.683738906,0.398307114,0,1.025760525,0.492561983,1.970684039,55,81.54,0,81.54,71.44,8.28,1.82
251,2013,San Miguel Island,184,14.5,14.536,14.6,67.7,68.06799896,69,75,25,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.356294537,5,0.333333333,25,3,1,Protected,20,1,0,0,0,3,25,0,1,24,0,0.333333333,0,0.013333333,0.32,0,0.529643503,0,0,0.376770161,0,0.529643503,0.2784,1.385809313,25,39.26,0,39.26,39.26,0,0
252,2014,San Miguel Island,184,17.2,17.2,17.2,68.1,72.09487152,76,71,39,2689,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.870211975,7.8,0.549295775,41.1971831,5,1,Protected,28,0,3,0,0,5,39,0,4,35,0,0.549295775,0,0.056338028,0.492957746,0,0.944816849,0,0.562335145,0.620056341,0,0.944816849,0.458908613,1.848116646,39,57.84,0,57.84,54.26,3.58,0
253,2016,San Miguel Island,184,NA,NA,NA,68,68.44999843,68.7,44,36,2083,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.036965915,7.2,0.818181818,61.36363636,3,1,Protected,31,0,4,0,0,1,36,0,4,32,0,0.818181818,0,0.090909091,0.727272727,0,0.472441694,0,0,0.139060798,0,0.472441694,0.24537037,1.325153374,36,73.52,0,73.52,65.72,7.8,0
254,2017,San Miguel Island,184,NA,NA,NA,68.1,68.40434785,68.8,74,69,2273,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,5,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.821381434,13.8,0.932432432,69.93243243,5,1,Protected,49,1,12,0,0,1,69,0,13,56,0,0.932432432,0,0.175675676,0.756756757,0,0.850523611,0,0.271189373,0.388774194,0,0.850523611,0.438983407,1.782478472,69,117.28,0,117.28,96.34,20.94,0
255,2018,San Miguel Island,184,NA,NA,NA,67.5,67.95217321,68.2,74,69,2541,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,48,0,0,11,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.629279811,13.8,0.932432432,69.93243243,5,1,Protected,48,0,6,0,0,2,69,0,6,61,2,0.932432432,0,0.081081081,0.824324324,0.027027027,0.96283633,0,0,0.609549423,0,0.96283633,0.481411468,1.928311057,69,103.46,0,103.46,94.36,7.46,1.64
256,2019,San Miguel Island,184,NA,NA,NA,67.7,68.00980422,68.4,75,51,3114,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,34,0,0,8,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.98265896,10.2,0.68,51,6,1,Protected,34,0,3,0,0,1,51,0,3,44,4,0.68,0,0.04,0.586666667,0.053333333,1.081378486,0,0,0.681194403,0,1.081378486,0.520569012,2.085805934,51,82.76,0,82.76,71.26,6.62,4.88
257,2004,San Miguel Island,185,NA,NA,NA,48,48.41071429,48.5,71,56,763,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,12,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,4.403669725,11.2,0.788732394,59.15492958,6,0,NA,0,0,33,0,0,0,56,0,41,12,3,0.788732394,0,0.577464789,0.169014085,0.042253521,1.215700253,0,0.683675388,0,0,1.215700253,0.595663265,2.47318612,56,81.27,0,81.27,15.15,63.58,2.54
258,2005,San Miguel Island,185,NA,NA,NA,47.4,49.44677501,52.5,71,62,1339,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,2.778192681,12.4,0.873239437,65.49295775,4,0,NA,0,0,17,0,0,0,62,0,18,44,0,0.873239437,0,0.253521127,0.61971831,0,1.156642533,0,0.214559155,0.693147181,0,1.156642533,0.672736733,3.055643879,62,66.92,0,66.92,36.4,30.52,0
259,2007,San Miguel Island,185,NA,NA,NA,48,48.26056322,48.9,75,71,1885,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,14,4,1,22,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,2.25994695,14.2,0.946666667,71,9,0,NA,14,0,18,0,0,0,71,0,28,41,2,0.946666667,0,0.373333333,0.546666667,0.026666667,1.742742336,0,0.93812033,1.018574163,0,1.742742336,0.785955168,4.671918443,71,87.29,0,87.29,47.31,37.84,2.14
260,2008,San Miguel Island,185,NA,NA,NA,48.2,49.15396784,49.6,72,63,1211,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,7,5,0,17,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,3.121387283,12.6,0.875,65.625,7,0,NA,7,0,10,0,0,0,61,0,23,30,8,0.847222222,0,0.319444444,0.416666667,0.111111111,1.76925235,0,0.684616278,1.073424467,0,1.76925235,0.812684762,5.338593974,63,64.38,0,64.38,27.9,30.22,6.26
261,2009,San Miguel Island,185,NA,NA,NA,47.6,50.6090907,52.6,75,55,1536,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,2,0,0,23,2,0,5,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,2.1484375,11,0.733333333,55,10,1,Protected,19,4,9,0,0,5,53,2,11,39,5,0.706666667,0.026666667,0.146666667,0.52,0.066666667,1.702521349,0.693147181,0.474139313,1.330655625,0,1.822027005,0.76892562,4.327610873,55,59.2,0.5,58.7,40.58,14.42,4.2
262,2010,San Miguel Island,185,NA,NA,NA,47.1,48.7399992,50.8,70,40,2258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,7,0,2,0,0,3,3,0,18,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.062887511,8,0.571428571,42.85714286,9,1,Protected,3,0,1,0,0,0,39,1,6,27,7,0.557142857,0.014285714,0.085714286,0.385714286,0.1,1.655660056,0,1.011404265,1.073442061,0,1.731175404,0.74375,3.902439024,40,45.91,0.42,45.49,27.77,12.34,5.8
263,2011,San Miguel Island,185,NA,NA,NA,47.7,49.01372588,51.4,70,51,3859,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,12,4,0,15,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.792951542,10.2,0.728571429,54.64285714,8,1,Protected,11,1,9,1,0,1,51,0,13,32,6,0.728571429,0,0.185714286,0.457142857,0.085714286,1.752462645,0,0.687092027,1.091210582,0,1.752462645,0.797385621,4.935483871,51,61.96,0,61.96,37.16,19,5.8
264,2012,San Miguel Island,185,15.9,15.98095238,16.1,46.8,47.76666668,48.5,75,42,1816,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,11,0,1,12,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.387665198,8.4,0.56,42,8,1,Protected,11,0,5,0,0,0,41,1,11,24,7,0.546666667,0.013333333,0.146666667,0.32,0.093333333,1.700244759,0,1.240684292,0.836565172,0,1.772278675,0.799319728,4.983050847,42,58.32,0.12,58.2,34.36,17.52,6.44
265,2013,San Miguel Island,185,14.3,14.3,14.3,48.7,49.94137928,51,64,29,3748,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,6,0,0,8,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.464247599,5.8,0.453125,33.984375,7,1,Protected,5,1,7,0,0,0,29,0,9,17,3,0.453125,0,0.140625,0.265625,0.046875,1.743989424,0,0.529706199,1.140720196,0,1.743989424,0.801426873,5.035928144,29,30.04,0,30.04,17.82,9.34,2.88
266,2014,San Miguel Island,185,16.7,16.7,16.7,49.8,52.23541657,56.1,71,48,2532,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,11,1,0,17,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.137440758,9.6,0.676056338,50.70422535,9,1,Protected,10,1,9,0,0,1,48,0,16,31,1,0.676056338,0,0.225352113,0.436619718,0.014084507,1.722086212,0,0.984086503,1.0294235,0,1.722086212,0.774305556,4.430769231,48,50.8,0,50.8,30.6,19.5,0.7
267,2015,San Miguel Island,185,18.6,18.74,18.8,47.6,48.68499953,50.3,75,60,1917,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,25,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,1.877934272,12,0.8,60,6,1,Protected,6,0,15,0,0,0,60,0,16,32,12,0.8,0,0.213333333,0.426666667,0.16,1.399976475,0,0.233791659,0.615034264,0,1.399976475,0.713333333,3.488372093,60,77.75,0,77.75,38.28,28.25,11.22
268,2016,San Miguel Island,185,NA,NA,NA,49,50.08979642,51.2,75,49,4256,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,30,0,0,2,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.690789474,9.8,0.653333333,49,6,1,Protected,30,0,11,0,0,0,48,1,13,32,4,0.64,0.013333333,0.173333333,0.426666667,0.053333333,1.069509448,0,0.429323022,0.233791659,0.562335145,1.147306114,0.56726364,2.310875842,49,71.19,0,71.19,45.39,22.7,3.1
269,2017,San Miguel Island,185,NA,NA,NA,46.9,49.18421153,50.7,75,19,3811,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,4,2,1,4,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.299134086,3.8,0.253333333,19,8,1,Protected,4,0,4,0,0,0,19,0,7,11,1,0.253333333,0,0.093333333,0.146666667,0.013333333,1.922958924,0,0.955699891,1.263654432,0,1.922958924,0.836565097,6.118644068,19,28.44,0,28.44,13.02,14.52,0.9
270,2018,San Miguel Island,185,NA,NA,NA,50.6,51.20000006,51.5,75,54,4335,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,14,0,2,0,0,5,2,0,16,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.747404844,10.8,0.72,54,10,1,Protected,5,0,8,0,0,0,53,1,14,26,14,0.706666667,0.013333333,0.186666667,0.346666667,0.186666667,1.829807687,0,1.116367075,1.135742775,0,1.888138417,0.806584362,5.170212766,54,64.98,0.2,64.78,24.94,27.58,12.46
271,2019,San Miguel Island,185,NA,NA,NA,49.8,50.63829706,53,73,47,4241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,23,3,0,5,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Protected,Marine reserve,0.664937515,9.4,0.643835616,48.28767123,8,1,Protected,23,0,1,0,0,7,47,0,2,40,5,0.643835616,0,0.02739726,0.547945205,0.068493151,1.583886998,0,0.693147181,1.227202984,0,1.583886998,0.708918062,3.435458787,47,53.66,0,53.66,48.02,2.66,2.98
272,2004,San Miguel Island,186,NA,NA,NA,51.5,51.93269231,52,65,52,1158,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,2.694300518,10.4,0.8,60,6,0,NA,31,0,14,0,0,4,52,0,16,36,0,0.8,0,0.246153846,0.553846154,0,1.086905576,0,0.463413559,0.472441694,0,1.086905576,0.565088757,2.299319728,52,85.1,0,85.1,59.9,25.2,0
273,2005,San Miguel Island,186,NA,NA,NA,51.7,51.98644101,52.5,74,59,2149,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,1.647277804,11.8,0.797297297,59.7972973,5,0,NA,36,0,18,0,0,1,59,0,21,38,0,0.797297297,0,0.283783784,0.513513514,0,0.953313541,0,0.410116318,0.242673481,0,0.953313541,0.531456478,2.134273452,59,99.36,0,99.36,64.56,34.8,0
274,2007,San Miguel Island,186,NA,NA,NA,51.6,51.84782592,52.2,73,69,1592,0,0,0,9,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,2.600502513,13.8,0.945205479,70.89041096,6,0,NA,49,3,9,0,0,3,69,0,10,58,1,0.945205479,0,0.136986301,0.794520548,0.01369863,0.874231602,0,0.325082973,0.404299095,0,0.874231602,0.410838059,1.697326203,69,110.8,0,110.8,93.14,16.78,0.88
275,2008,San Miguel Island,186,NA,NA,NA,51.1,51.56056246,52.1,75,71,986,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,53,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,4.320486815,14.2,0.946666667,71,6,0,NA,43,10,8,0,0,5,71,0,9,59,3,0.946666667,0,0.12,0.786666667,0.04,0.904876635,0,0.348832096,0.374610987,0,0.904876635,0.422931958,1.732897903,71,93.54,0,93.54,77.7,13.02,2.82
276,2009,San Miguel Island,186,NA,NA,NA,51.3,51.70468754,52.3,75,64,1286,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,2.98600311,12.8,0.853333333,64,5,0,Control,33,2,9,0,0,9,64,0,9,54,1,0.853333333,0,0.12,0.72,0.013333333,1.236803779,0,0,0.891983041,0,1.236803779,0.63671875,2.752688172,64,89.8,0,89.8,76.18,12.76,0.86
277,2010,San Miguel Island,186,NA,NA,NA,50.8,51.48363675,52.4,75,55,3286,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,1.004260499,11,0.733333333,55,5,0,Control,39,6,3,0,0,3,55,0,3,51,1,0.733333333,0,0.04,0.68,0.013333333,0.713018228,0,0,0.443757284,0,0.713018228,0.321322314,1.473453483,55,77.34,0,77.34,71.16,5.26,0.92
278,2011,San Miguel Island,186,NA,NA,NA,51.2,51.6387099,52.1,75,62,1550,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,2.4,12.4,0.826666667,62,5,0,Control,37,6,12,0,0,2,62,0,13,49,0,0.826666667,0,0.173333333,0.653333333,0,0.925812505,0,0.271189373,0.44971669,0,0.925812505,0.476066597,1.908639523,62,88.24,0,88.24,68.6,19.64,0
279,2012,San Miguel Island,186,15.9,15.9,15.9,51.5,51.59433912,51.7,72,53,3936,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,0.807926829,10.6,0.736111111,55.20833333,6,0,Control,34,3,7,0,0,4,53,0,8,44,1,0.736111111,0,0.111111111,0.611111111,0.013888889,1.014465164,0,0.376770161,0.533338573,0,1.014465164,0.484158063,1.93857833,53,75.04,0,75.04,66.3,8.17,0.57
280,2013,San Miguel Island,186,14.6,14.84545455,14.9,52,52.08181832,52.7,75,22,4245,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,0.310954064,4.4,0.293333333,22,6,0,Control,12,1,2,0,0,2,22,0,4,18,0,0.293333333,0,0.053333333,0.24,0,1.32333704,0,0.693147181,0.883875626,0,1.32333704,0.615702479,2.602150538,22,28.66,0,28.66,24.68,3.98,0
281,2014,San Miguel Island,186,16.7,16.7,16.7,50.7,52.30816339,55.5,71,49,3218,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,0.913610938,9.8,0.690140845,51.76056338,5,0,Control,31,5,8,0,0,1,49,0,11,38,0,0.690140845,0,0.154929577,0.535211268,0,0.852268237,0,0.585952618,0.242673481,0,0.852268237,0.428987922,1.751276441,49,63.35,0,63.35,49.09,14.26,0
282,2015,San Miguel Island,186,18.3,18.35538462,18.4,51.6,52.57230741,55.7,75,65,1209,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,34,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,3.225806452,13,0.866666667,65,6,0,Control,34,0,19,0,0,4,65,0,20,43,2,0.866666667,0,0.266666667,0.573333333,0.026666667,1.23870635,0,0.198515243,0.656813491,0,1.23870635,0.630059172,2.703134997,65,96.26,0,96.26,63.3,31.38,1.58
283,2016,San Miguel Island,186,NA,NA,NA,51.6,52.40727303,52.9,75,55,3514,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,0.93910074,11,0.733333333,55,5,0,Control,36,4,8,0,0,0,55,0,10,42,3,0.733333333,0,0.133333333,0.56,0.04,0.911712529,0,0.500402424,0.191444082,0,0.911712529,0.444297521,1.799524093,55,80.15,0,80.15,62.06,15.39,2.7
284,2017,San Miguel Island,186,NA,NA,NA,51.3,51.54528254,51.7,74,53,3058,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,1.039895356,10.6,0.716216216,53.71621622,4,0,Control,31,1,12,0,0,4,53,0,12,41,0,0.716216216,0,0.162162162,0.554054054,0,1.021348815,0,0,0.628813422,0,1.021348815,0.549661801,2.22055336,53,71.1,0,71.1,54.9,16.2,0
285,2018,San Miguel Island,186,NA,NA,NA,51.5,51.75652081,52.1,74,69,3452,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,41,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,1.199304751,13.8,0.932432432,69.93243243,7,0,Control,40,1,11,1,0,6,69,0,13,53,3,0.932432432,0,0.175675676,0.716216216,0.040540541,1.275136682,0,0.271189373,0.742854157,0,1.275136682,0.601554295,2.50975224,69,97.72,0,97.72,80.54,14.26,2.92
