SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,AvgOfAvgSST,AvgOfVesselDepth,Bank.Rockfish,Blue.Rockfish,Bocaccio,California.Scorpionfish,California.Sheephead,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Gopher.Rockfish,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Spiny.Dogfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Unknown.Fish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,HooksWithFish,ValidHooks,CPUE_perValidHook,CPUE_fishpersite,Target,Nontarget,Carnivore,Piscivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.Dsimpsons,Nontarget.Dsimpsons,Piscivore.Dsimpsons,Carnivore.Dsimpsons,Planktivore.Dsimpsons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson
2014,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,16.7,52.23541657,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,0,17,48,71,0.676056338,50.70422535,48,0,31,16,1,0.676056338,0,0.225352113,0.436619718,0.014084507,0.774305556,1,0.5859375,0.570239334,0,1.722086212,0.774305556,4.430769231
2015,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,18.74,48.68499953,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,25,60,75,0.8,60,60,0,32,16,12,0.8,0,0.213333333,0.426666667,0.16,0.713333333,1,0.1171875,0.353515625,0,1.399976475,0.713333333,3.488372093
2016,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,NA,50.08979642,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,30,0,0,2,49,75,0.653333333,49,48,1,32,13,4,0.64,0.013333333,0.173333333,0.426666667,0.053333333,0.549479167,0,0.26035503,0.1171875,0.375,1.147306114,0.56726364,2.310875842
2017,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,NA,49.18421153,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,1,4,19,75,0.253333333,19,19,0,11,7,1,0.253333333,0,0.093333333,0.146666667,0.013333333,0.836565097,1,0.571428571,0.694214876,0,1.922958924,0.836565097,6.118644068
2018,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,NA,51.20000006,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,14,0,0,2,0,0,0,5,2,0,16,54,75,0.72,54,53,1,26,14,14,0.706666667,0.013333333,0.186666667,0.346666667,0.186666667,0.799572802,0,0.602040816,0.571005917,0,1.888138417,0.806584362,5.170212766
2019,San Miguel Island,185,34 02.395,120 30.622,46.5,3,24.3,NA,50.63829706,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,23,3,0,5,47,73,0.643835616,48.28767123,47,0,40,2,5,0.643835616,0,0.02739726,0.547945205,0.068493151,0.708918062,1,0.5,0.615,0,1.583886998,0.708918062,3.435458787
2004,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.93269231,0,0,14,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,52,65,0.8,60,52,0,36,16,0,0.8,0,0.246153846,0.553846154,0,0.565088757,1,0.2265625,0.24537037,1,1.086905576,0.565088757,2.299319728
2005,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.98644101,0,0,18,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,59,74,0.797297297,59.7972973,59,0,38,21,0,0.797297297,0,0.283783784,0.513513514,0,0.531456478,1,0.244897959,0.101108033,1,0.953313541,0.531456478,2.134273452
2007,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.84782592,0,0,9,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,69,73,0.945205479,70.89041096,69,0,58,10,1,0.945205479,0,0.136986301,0.794520548,0.01369863,0.410838059,1,0.18,0.190844233,0,0.874231602,0.410838059,1.697326203
2008,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.56056246,0,0,8,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,53,0,0,0,71,75,0.946666667,71,71,0,59,9,3,0.946666667,0,0.12,0.786666667,0.04,0.422931958,1,0.197530864,0.185578857,0,0.904876635,0.422931958,1.732897903
2009,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.70468754,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,64,75,0.853333333,64,64,0,54,9,1,0.853333333,0,0.12,0.72,0.013333333,0.63671875,1,0,0.517832647,0,1.236803779,0.63671875,2.752688172
2010,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.48363675,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,0,0,55,75,0.733333333,55,55,0,51,3,1,0.733333333,0,0.04,0.68,0.013333333,0.321322314,1,0,0.214532872,0,0.713018228,0.321322314,1.473453483
2011,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.6387099,0,0,12,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,62,75,0.826666667,62,62,0,49,13,0,0.826666667,0,0.173333333,0.653333333,0,0.476066597,1,0.142011834,0.221574344,1,0.925812505,0.476066597,1.908639523
2012,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,15.9,51.59433912,0,0,7,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,53,72,0.736111111,55.20833333,53,0,44,8,1,0.736111111,0,0.111111111,0.611111111,0.013888889,0.484158063,1,0.21875,0.277892562,0,1.014465164,0.484158063,1.93857833
2013,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,14.84545455,52.08181832,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,22,75,0.293333333,22,22,0,18,4,0,0.293333333,0,0.053333333,0.24,0,0.615702479,1,0.5,0.450617284,1,1.32333704,0.615702479,2.602150538
2014,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,16.7,52.30816339,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,49,71,0.690140845,51.76056338,49,0,38,11,0,0.690140845,0,0.154929577,0.535211268,0,0.428987922,1,0.396694215,0.101108033,1,0.852268237,0.428987922,1.751276441
2015,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,18.35538462,52.57230741,0,0,19,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,65,75,0.866666667,65,65,0,43,20,2,0.866666667,0,0.266666667,0.573333333,0.026666667,0.630059172,1,0.095,0.352623039,0,1.23870635,0.630059172,2.703134997
2016,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,52.40727303,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,55,75,0.733333333,55,55,0,42,10,3,0.733333333,0,0.133333333,0.56,0.04,0.444297521,1,0.32,0.090702948,0,0.911712529,0.444297521,1.799524093
2017,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.54528254,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,53,74,0.716216216,53.71621622,53,0,41,12,0,0.716216216,0,0.162162162,0.554054054,0,0.549661801,1,0,0.333135039,1,1.021348815,0.549661801,2.22055336
2018,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.75652081,0,0,12,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,41,0,0,0,69,74,0.932432432,69.93243243,69,0,53,13,3,0.932432432,0,0.175675676,0.716216216,0.040540541,0.601554295,1,0.142011834,0.379494482,0,1.275136682,0.601554295,2.50975224
2019,San Miguel Island,186,34 01.989,120 29.882,46.3,2.4,24.6,NA,51.73400024,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,34,0,0,0,50,75,0.666666667,50,50,0,40,5,5,0.666666667,0,0.066666667,0.533333333,0.066666667,0.5104,1,0,0.26625,0,1.081306717,0.5104,2.04248366
2004,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,33.13636364,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,33,75,0.44,33,30,3,7,1,25,0.4,0.04,0.013333333,0.093333333,0.333333333,0.297777778,0.444444444,0,0.775510204,0,0.97394743,0.415059688,1.709576138
2005,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,33.5428569,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,75,0.186666667,14,9,5,8,0,6,0.12,0.066666667,0,0.106666667,0.08,0.444444444,0.48,1,0.65625,0,1.30130555,0.704081633,3.379310345
2006,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,33.5428569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,Inf
2007,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,32.28571374,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,64,0.109375,8.203125,7,0,2,1,4,0.109375,0,0.015625,0.03125,0.0625,0.612244898,1,0,0.5,0,1.153741943,0.612244898,2.578947368
2008,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,33.23999977,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,10,75,0.133333333,10,7,3,4,0,6,0.093333333,0.04,0,0.053333333,0.08,0.612244898,0.444444444,1,0.625,0.5,1.609437912,0.76,4.166666667
2009,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,35.17857088,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,14,75,0.186666667,14,6,8,14,0,0,0.08,0.106666667,0,0.186666667,0,0.444444444,0,1,0.571428571,1,0.955699891,0.571428571,2.333333333
2010,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,35.44375038,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,3,0,0,0,16,75,0.213333333,16,6,10,15,0,1,0.08,0.133333333,0,0.2,0.013333333,0.611111111,0.18,1,0.577777778,0,1.244016696,0.625,2.666666667
2011,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,34.15000057,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,75,0.106666667,8,8,0,5,2,1,0.106666667,0,0.026666667,0.066666667,0.013333333,0.78125,1,0,0.64,0,1.559581156,0.78125,4.571428571
2012,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,19.6,34.97777896,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,75,0.12,9,9,0,8,1,0,0.12,0,0.013333333,0.106666667,0,0.49382716,1,0,0.375,1,0.848685558,0.49382716,1.975609756
2013,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,17.23636364,31.83636371,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,11,75,0.146666667,11,10,1,10,0,1,0.133333333,0.013333333,0,0.133333333,0.013333333,0.58,0,1,0.58,0,1.294545166,0.644628099,2.813953488
2014,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,20.84,34.24000015,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0.067567568,5.067567568,5,0,2,1,2,0.067567568,0,0.013513514,0.027027027,0.027027027,0.64,1,0,0,0,1.054920168,0.64,2.777777778
2015,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,22.7,34.67999992,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,0.133333333,10,9,1,8,0,2,0.12,0.013333333,0,0.106666667,0.026666667,0.345679012,0,1,0.21875,0,0.801818553,0.46,1.851851852
2016,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,31.83928599,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,28,75,0.373333333,28,25,3,17,0,11,0.333333333,0.04,0,0.226666667,0.146666667,0.5696,0,1,0.456747405,0,1.157995259,0.645408163,2.820143885
2017,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,31.85897363,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,75,0.52,39,38,1,4,0,35,0.506666667,0.013333333,0,0.053333333,0.466666667,0.145429363,0,1,0.375,0,0.38835603,0.188034188,1.231578947
2018,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,32.86363584,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75,0.293333333,22,10,12,2,1,19,0.133333333,0.16,0.013333333,0.026666667,0.253333333,0.34,0.152777778,0,0.5,0.487534626,1.135934256,0.611570248,2.574468085
2019,Santa Cruz Island,226,34 02.371,119 30.784,15.8,0.5,16,NA,35.82000046,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,10,70,0.142857143,10.71428571,6,4,7,1,2,0.085714286,0.057142857,0.014285714,0.1,0.028571429,0.777777778,0,0,0.612244898,0,1.609437912,0.76,4.166666667
2004,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,51.75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,75,0.053333333,4,4,0,4,0,0,0.053333333,0,0,0.053333333,0,0.625,1,1,0.625,1,1.039720771,0.625,2.666666667
2008,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,41.91666667,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,8,0,0,0,18,70,0.257142857,19.28571429,13,5,17,1,0,0.185714286,0.071428571,0.014285714,0.242857143,0,0.579881657,0,0,0.671280277,1,1.442093077,0.703703704,3.375
2009,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,44.21999931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,10,70,0.142857143,10.71428571,4,6,9,1,0,0.057142857,0.085714286,0.014285714,0.128571429,0,0.625,0,0,0.49382716,1,1.088899975,0.58,2.380952381
2010,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,44.26956525,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,23,75,0.306666667,23,22,1,16,7,0,0.293333333,0.013333333,0.093333333,0.213333333,0,0.590909091,0,0,0.4140625,1,1.18651399,0.623818526,2.658291457
2011,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,47.63030254,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,33,74,0.445945946,33.44594595,33,0,11,21,1,0.445945946,0,0.283783784,0.148648649,0.013513514,0.516069789,1,0,0.297520661,0,0.917832205,0.516069789,2.066413662
2012,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,20.125,44.52500105,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,70,0.114285714,8.571428571,8,0,4,4,0,0.114285714,0,0.057142857,0.057142857,0,0.59375,1,0,0.375,1,0.974314753,0.59375,2.461538462
2013,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,17.4,48.99215646,0,0,41,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,51,75,0.68,51,50,1,9,41,1,0.666666667,0.013333333,0.546666667,0.12,0.013333333,0.3168,0,0,0.666666667,0,0.77305173,0.342945021,1.521942657
2014,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,21.41818182,46.08181777,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,55,75,0.733333333,55,13,42,4,9,42,0.173333333,0.56,0.12,0.053333333,0.56,0.49704142,0.046485261,0,0.75,0.046485261,0.879488168,0.415867769,1.711941143
2016,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,45.45517257,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,45,0.644444444,48.33333333,29,0,9,20,0,0.644444444,0,0.444444444,0.2,0,0.428061831,1,0,0,1,0.61937629,0.428061831,1.748440748
2017,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,52.16363658,0,0,39,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,11,2,0,0,66,75,0.88,66,63,3,23,39,4,0.84,0.04,0.52,0.306666667,0.053333333,0.574452003,0,0,0.695652174,0,1.348287311,0.610192837,2.565371025
2018,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,52.82571368,0,0,31,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,12,0,0,5,0,0,1,4,0,0,0,62,75,0.826666667,62,57,4,16,32,13,0.76,0.053333333,0.426666667,0.213333333,0.173333333,0.645121576,0.375,0.060546875,0.78125,0.142011834,1.634441137,0.697190427,3.302405498
2019,Anacapa Island,228,33 58.901,119 29.578,16.9,3.1,16.9,NA,44.6311476,0,1,15,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,29,0,0,0,61,75,0.813333333,61,56,5,39,15,7,0.746666667,0.066666667,0.2,0.52,0.093333333,0.649872449,0,0,0.427350427,0.448979592,1.544532384,0.698199409,3.313446126
2005,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,55.58333333,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,75,0.16,12,7,5,6,1,5,0.093333333,0.066666667,0.013333333,0.08,0.066666667,0.244897959,0.32,0,0,0.32,1.126928795,0.625,2.666666667
2006,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,54.31428582,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,70,0.1,7.5,6,1,4,0,3,0.085714286,0.014285714,0,0.057142857,0.042857143,0.444444444,0,1,0,0.444444444,0.955699891,0.571428571,2.333333333
2007,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,55.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0.014285714,1.071428571,0,1,0,0,1,0,0.014285714,0,0,0.014285714,1,0,1,1,0,0,0,1
2008,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,55.54166571,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,12,75,0.16,12,8,4,6,0,6,0.106666667,0.053333333,0,0.08,0.08,0.71875,0.375,1,0.611111111,0.611111111,1.704551445,0.805555556,5.142857143
2009,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,63.50000153,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,75,0.133333333,10,10,0,10,0,0,0.133333333,0,0,0.133333333,0,0.48,1,1,0.48,1,0.673011667,0.48,1.923076923
2010,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,57.17499995,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,16,75,0.213333333,16,5,11,5,0,11,0.066666667,0.146666667,0,0.066666667,0.146666667,0.56,0.396694215,1,0.56,0.396694215,1.320888343,0.671875,3.047619048
2011,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,55.97499943,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,75,0.266666667,20,20,0,2,18,0,0.266666667,0,0.24,0.026666667,0,0.185,1,0,0.5,1,0.394397691,0.185,1.226993865
2012,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,19.9952381,56.42857197,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21,75,0.28,21,21,0,10,11,0,0.28,0,0.146666667,0.133333333,0,0.684807256,1,0.396694215,0.34,1,1.303241412,0.684807256,3.172661871
2013,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,18.4,56.78461632,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,75,0.173333333,13,13,0,8,5,0,0.173333333,0,0.066666667,0.106666667,0,0.615384615,1,0,0.375,1,1.012330839,0.615384615,2.6
2014,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,19.62,55.72999992,0,0,9,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,75,0.266666667,20,18,2,9,9,2,0.24,0.026666667,0.12,0.12,0.026666667,0.5,0.5,0,0,0.5,1.018230154,0.59,2.43902439
2016,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,53.69999949,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,9,45,0.2,15,3,6,0,2,7,0.066666667,0.133333333,0.044444444,0,0.155555556,0.444444444,0.444444444,0,1,0.571428571,1.273028337,0.691358025,3.24
2017,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,54.26551753,0,0,0,0,0,0,11,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,29,75,0.386666667,29,23,6,8,12,9,0.306666667,0.08,0.16,0.106666667,0.12,0.691871456,0.444444444,0.152777778,0.5,0.641975309,1.7226575,0.782401902,4.595628415
2018,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,53.69111099,0,0,2,0,0,0,3,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,7,0,0,0,0,0,0,45,75,0.6,45,27,18,6,5,34,0.36,0.24,0.066666667,0.08,0.453333333,0.595336077,0.475308642,0.48,0.277777778,0.631487889,1.649130059,0.77037037,4.35483871
2019,Anacapa Island,229,33 57.920,119 29.507,17.6,3.7,17.4,NA,54.9850748,0,0,0,0,0,0,49,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,67,75,0.893333333,67,57,10,5,49,13,0.76,0.133333333,0.653333333,0.066666667,0.173333333,0.254232071,0.42,0,0.48,0.603550296,0.986866192,0.447315661,1.809351068
2004,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,87.05555556,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,54,70,0.771428571,57.85714286,54,0,38,16,0,0.771428571,0,0.228571429,0.542857143,0,0.462277092,1,0.2265625,0.051246537,1,0.830636539,0.462277092,1.859693878
